Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Malignant neoplasms,Alzheimer disease,Chronic lower respiratory diseases,Diseases of heart,Cerebrovascular diseases,COVID-19_Multiple Cause of Death,Year,Week,Days_Since_Last_Week,Total_Deaths,Malignancy_Mortality_Rate,Heart_Disease_Mortality_Rate,Natural_Cause_Prop,Month,Season,Seasonal Pattern
27/09/2023,Iowa,2020,44,2020-10-31,759,722,123,39,23,162,33,137,2020,44,7.0,1998,6.156156156156156,8.108108108108109,0.3613613613613614,10,4,Autumn
27/09/2023,Iowa,2020,45,2020-11-07,860,817,108,33,35,158,26,257,2020,45,7.0,2294,4.707933740191804,6.887532693984307,0.3561464690496949,11,4,Autumn
27/09/2023,Iowa,2020,46,2020-11-14,905,851,117,33,33,136,34,308,2020,46,7.0,2417,4.840711625982623,5.626810095159288,0.3520893669838643,11,4,Autumn
27/09/2023,Iowa,2020,47,2020-11-21,998,950,109,31,34,130,16,424,2020,47,7.0,2692,4.049034175334324,4.829123328380387,0.35289747399702825,11,4,Autumn
27/09/2023,Iowa,2020,48,2020-11-28,976,931,103,32,40,120,33,402,2020,48,7.0,2637,3.905953735305271,4.550625711035267,0.35305271141448613,11,4,Autumn
27/09/2023,Iowa,2020,49,2020-12-05,1002,952,120,28,26,150,23,411,2020,49,7.0,2712,4.424778761061947,5.530973451327434,0.35103244837758113,12,1,Winter
27/09/2023,Iowa,2020,50,2020-12-12,950,918,133,28,42,159,29,335,2020,50,7.0,2594,5.127216653816499,6.129529683885891,0.353893600616808,12,1,Winter
27/09/2023,Iowa,2020,51,2020-12-19,864,815,118,36,27,141,27,297,2020,51,7.0,2325,5.075268817204301,6.064516129032258,0.35053763440860214,12,1,Winter
27/09/2023,Iowa,2020,52,2020-12-26,834,793,113,33,27,139,40,231,2020,52,7.0,2210,5.113122171945701,6.289592760180995,0.3588235294117647,12,1,Winter
27/09/2023,Iowa,2020,53,2021-01-02,743,696,125,29,28,144,26,191,2021,53,7.0,1982,6.306760847628658,7.265388496468214,0.3511604439959637,1,1,Winter
27/09/2023,Iowa,2021,1,2021-01-09,801,757,115,23,29,186,27,214,2021,1,7.0,2152,5.343866171003717,8.643122676579926,0.3517657992565056,1,1,Winter
27/09/2023,Iowa,2021,2,2021-01-16,754,696,122,27,33,153,27,164,2021,2,7.0,1976,6.174089068825911,7.742914979757084,0.3522267206477733,1,1,Winter
27/09/2023,Iowa,2021,3,2021-01-23,747,705,111,22,37,146,37,137,2021,3,7.0,1942,5.715756951596292,7.518022657054583,0.3630278063851699,1,1,Winter
27/09/2023,Iowa,2021,4,2021-01-30,645,603,127,26,22,115,21,114,2021,4,7.0,1673,7.591153616258219,6.873879258816497,0.36043036461446504,1,1,Winter
27/09/2023,Iowa,2021,5,2021-02-06,648,617,128,25,34,158,18,94,2021,5,7.0,1722,7.4332171893147505,9.175377468060395,0.35830429732868757,2,1,Winter
27/09/2023,Iowa,2021,6,2021-02-13,611,569,114,19,31,133,24,74,2021,6,7.0,1575,7.238095238095238,8.444444444444445,0.3612698412698413,2,1,Winter
27/09/2023,Iowa,2021,7,2021-02-20,656,612,111,23,34,176,21,60,2021,7,7.0,1693,6.556408741878323,10.395747194329592,0.3614884819846427,2,1,Winter
27/09/2023,Iowa,2021,8,2021-02-27,585,542,116,21,25,139,29,53,2021,8,7.0,1510,7.682119205298013,9.205298013245034,0.35894039735099337,2,1,Winter
27/09/2023,Iowa,2021,9,2021-03-06,618,575,123,28,27,144,23,44,2021,9,7.0,1582,7.774968394437421,9.102402022756005,0.3634639696586599,3,2,Spring
27/09/2023,Iowa,2021,10,2021-03-13,558,515,104,19,33,134,24,42,2021,10,7.0,1429,7.2778166550035,9.377186843946816,0.36039188243526943,3,2,Spring
27/09/2023,Iowa,2021,11,2021-03-20,504,464,106,13,24,112,23,36,2021,11,7.0,1282,8.268330733229329,8.736349453978159,0.3619344773790952,3,2,Spring
27/09/2023,Iowa,2021,12,2021-03-27,563,528,110,15,38,136,16,30,2021,12,7.0,1436,7.66016713091922,9.47075208913649,0.36768802228412256,3,2,Spring
27/09/2023,Iowa,2021,13,2021-04-03,572,518,104,19,26,132,25,20,2021,13,7.0,1416,7.344632768361582,9.322033898305085,0.365819209039548,4,2,Spring
27/09/2023,Iowa,2021,14,2021-04-10,626,570,118,29,35,131,22,32,2021,14,7.0,1563,7.549584133077415,8.38131797824696,0.3646833013435701,4,2,Spring
27/09/2023,Iowa,2021,15,2021-04-17,571,538,130,12,30,137,25,26,2021,15,7.0,1469,8.849557522123893,9.326072157930565,0.3662355343771273,4,2,Spring
27/09/2023,Iowa,2021,16,2021-04-24,612,576,119,22,47,165,21,29,2021,16,7.0,1591,7.479572595851666,10.370835952231301,0.3620364550597109,4,2,Spring
27/09/2023,Iowa,2021,17,2021-05-01,633,579,121,29,33,155,30,23,2021,17,7.0,1603,7.548346849656894,9.669369931378665,0.36119775421085465,5,2,Spring
27/09/2023,Iowa,2021,18,2021-05-08,567,518,120,16,23,153,34,21,2021,18,7.0,1452,8.264462809917356,10.537190082644628,0.35674931129476584,5,2,Spring
27/09/2023,Iowa,2021,19,2021-05-15,555,491,119,15,29,118,21,31,2021,19,7.0,1379,8.629441624365482,8.556925308194344,0.3560551124002901,5,2,Spring
27/09/2023,Iowa,2021,20,2021-05-22,531,491,106,28,22,111,25,18,2021,20,7.0,1332,7.957957957957958,8.333333333333332,0.3686186186186186,5,2,Spring
27/09/2023,Iowa,2021,21,2021-05-29,582,533,135,19,27,130,27,22,2021,21,7.0,1475,9.152542372881356,8.813559322033898,0.36135593220338985,5,2,Spring
27/09/2023,Iowa,2021,22,2021-06-05,555,506,98,21,26,150,17,15,2021,22,7.0,1388,7.060518731988473,10.806916426512968,0.3645533141210375,6,3,Summer
27/09/2023,Iowa,2021,23,2021-06-12,573,517,122,25,35,130,32,262,2021,23,7.0,1696,7.193396226415095,7.665094339622641,0.30483490566037735,6,3,Summer
27/09/2023,Iowa,2021,24,2021-06-19,596,542,113,22,35,131,42,13,2021,24,7.0,1494,7.563587684069612,8.768406961178044,0.3627844712182062,6,3,Summer
27/09/2023,Iowa,2021,25,2021-06-26,586,535,127,22,34,140,19,10,2021,25,7.0,1473,8.621860149355058,9.504412763068567,0.36320434487440595,6,3,Summer
27/09/2023,Iowa,2021,26,2021-07-03,545,488,113,18,30,129,34,262,2021,26,7.0,1619,6.979617047560223,7.967881408276714,0.30142063001853,7,3,Summer
27/09/2023,Iowa,2021,27,2021-07-10,574,520,100,13,26,152,29,12,2021,27,7.0,1426,7.012622720897616,10.659186535764375,0.364656381486676,7,3,Summer
27/09/2023,Iowa,2021,28,2021-07-17,568,521,121,15,27,128,23,15,2021,28,7.0,1418,8.533145275035261,9.026798307475318,0.36741889985895626,7,3,Summer
27/09/2023,Iowa,2021,29,2021-07-24,610,556,108,23,34,145,21,15,2021,29,7.0,1512,7.142857142857142,9.58994708994709,0.36772486772486773,7,3,Summer
27/09/2023,Iowa,2021,30,2021-07-31,551,504,107,17,32,135,22,16,2021,30,7.0,1384,7.731213872832369,9.754335260115607,0.36416184971098264,7,3,Summer
27/09/2023,Iowa,2021,31,2021-08-07,609,561,116,26,35,147,28,27,2021,31,7.0,1549,7.488702388637831,9.489993544222079,0.3621691413815365,8,3,Summer
27/09/2023,Iowa,2021,32,2021-08-14,571,527,125,21,21,132,28,35,2021,32,7.0,1460,8.561643835616438,9.04109589041096,0.36095890410958903,8,3,Summer
27/09/2023,Iowa,2021,33,2021-08-21,648,591,128,34,32,136,13,48,2021,33,7.0,1630,7.85276073619632,8.343558282208589,0.36257668711656443,8,3,Summer
27/09/2023,Iowa,2021,34,2021-08-28,680,627,128,21,39,147,30,53,2021,34,7.0,1725,7.420289855072464,8.521739130434783,0.3634782608695652,8,3,Summer
27/09/2023,Iowa,2021,35,2021-09-04,654,603,119,28,36,128,25,78,2021,35,7.0,1671,7.121484141232795,7.660083782166367,0.3608617594254937,9,4,Autumn
27/09/2023,Iowa,2021,36,2021-09-11,697,648,127,20,31,159,29,73,2021,36,7.0,1784,7.118834080717488,8.912556053811658,0.3632286995515695,9,4,Autumn
27/09/2023,Iowa,2021,37,2021-09-18,672,632,118,23,38,154,23,95,2021,37,7.0,1755,6.723646723646724,8.774928774928775,0.36011396011396013,9,4,Autumn
27/09/2023,Iowa,2021,38,2021-09-25,728,679,133,24,43,151,32,98,2021,38,7.0,1888,7.044491525423729,7.997881355932203,0.3596398305084746,9,4,Autumn
27/09/2023,Iowa,2021,39,2021-10-02,737,686,106,31,27,178,35,103,2021,39,7.0,1903,5.570152390961639,9.353652128218602,0.3604834471886495,10,4,Autumn
27/09/2023,Iowa,2021,40,2021-10-09,721,690,128,26,29,153,29,117,2021,40,7.0,1893,6.7617538298996305,8.082408874801903,0.36450079239302696,10,4,Autumn
27/09/2023,Iowa,2021,41,2021-10-16,674,626,122,21,34,148,21,112,2021,41,7.0,1758,6.939704209328783,8.418657565415245,0.3560864618885097,10,4,Autumn
27/09/2023,Iowa,2021,42,2021-10-23,756,706,133,26,28,154,30,105,2021,42,7.0,1938,6.862745098039216,7.946336429308566,0.36429308565531476,10,4,Autumn
27/09/2023,Iowa,2021,43,2021-10-30,747,704,142,31,24,193,23,88,2021,43,7.0,1952,7.274590163934426,9.887295081967213,0.36065573770491804,10,4,Autumn
27/09/2023,Iowa,2021,44,2021-11-06,668,629,113,22,33,142,22,88,2021,44,7.0,1717,6.581246359930111,8.270238788584741,0.36633663366336633,11,4,Autumn
27/09/2023,Iowa,2021,45,2021-11-13,717,658,111,29,33,152,41,92,2021,45,7.0,1833,6.055646481178396,8.2924168030551,0.358974358974359,11,4,Autumn
27/09/2023,Iowa,2021,46,2021-11-20,775,721,118,26,33,180,42,114,2021,46,7.0,2009,5.8735689397710305,8.95968143354903,0.3588850174216028,11,4,Autumn
27/09/2023,Iowa,2021,47,2021-11-27,747,710,125,40,31,183,31,98,2021,47,7.0,1965,6.361323155216285,9.31297709923664,0.361323155216285,11,4,Autumn
27/09/2023,Iowa,2021,48,2021-12-04,754,701,129,18,34,160,28,105,2021,48,7.0,1929,6.6874027993779155,8.294453084499741,0.3634007257646449,12,1,Winter
27/09/2023,Iowa,2021,49,2021-12-11,824,764,141,26,50,154,35,126,2021,49,7.0,2120,6.650943396226415,7.264150943396226,0.360377358490566,12,1,Winter
27/09/2023,Iowa,2021,50,2021-12-18,775,730,129,21,35,158,27,134,2021,50,7.0,2009,6.421105027376804,7.864609258337481,0.3633648581383773,12,1,Winter
27/09/2023,Iowa,2021,51,2021-12-25,820,771,120,24,41,197,33,148,2021,51,7.0,2154,5.571030640668524,9.14577530176416,0.3579387186629526,12,1,Winter
27/09/2023,Iowa,2021,52,2022-01-01,815,773,130,28,33,187,24,142,2022,52,7.0,2132,6.097560975609756,8.77110694183865,0.3625703564727955,1,1,Winter
27/09/2023,Iowa,2022,1,2022-01-08,836,787,128,26,43,208,25,140,2022,1,7.0,2193,5.836753305973552,9.484724122207023,0.3588691290469676,1,1,Winter
27/09/2023,Iowa,2022,2,2022-01-15,853,813,126,22,47,169,31,169,2022,2,7.0,2230,5.650224215246637,7.578475336322869,0.36457399103139015,1,1,Winter
27/09/2023,Iowa,2022,3,2022-01-22,786,743,142,29,32,165,27,154,2022,3,7.0,2078,6.833493743984601,7.940327237728585,0.3575553416746872,1,1,Winter
27/09/2023,Iowa,2022,4,2022-01-29,834,788,126,42,32,188,29,173,2022,4,7.0,2212,5.69620253164557,8.499095840867993,0.3562386980108499,1,1,Winter
27/09/2023,Iowa,2022,5,2022-02-05,792,745,108,37,38,165,30,163,2022,5,7.0,2078,5.19730510105871,7.940327237728585,0.3585178055822907,2,1,Winter
27/09/2023,Iowa,2022,6,2022-02-12,730,679,137,39,29,151,26,112,2022,6,7.0,1903,7.19915922228061,7.93483972674724,0.35680504466631635,2,1,Winter
27/09/2023,Iowa,2022,7,2022-02-19,729,679,131,30,31,146,18,110,2022,7,7.0,1874,6.990394877267876,7.790821771611527,0.3623265741728922,2,1,Winter
27/09/2023,Iowa,2022,8,2022-02-26,693,642,118,36,35,160,36,64,2022,8,7.0,1784,6.614349775784753,8.968609865470851,0.3598654708520179,2,1,Winter
27/09/2023,Iowa,2022,9,2022-03-05,714,657,116,33,42,146,36,54,2022,9,7.0,1798,6.451612903225806,8.120133481646272,0.3654060066740823,3,2,Spring
27/09/2023,Iowa,2022,10,2022-03-12,613,579,122,29,31,124,32,40,2022,10,7.0,1570,7.770700636942675,7.898089171974522,0.3687898089171974,3,2,Spring
27/09/2023,Iowa,2022,11,2022-03-19,625,582,127,37,44,135,26,21,2022,11,7.0,1597,7.952410770194114,8.453350031308704,0.36443331246086413,3,2,Spring
27/09/2023,Iowa,2022,12,2022-03-26,599,544,120,26,25,150,25,20,2022,12,7.0,1509,7.952286282306163,9.940357852882704,0.3605036447978794,3,2,Spring
27/09/2023,Iowa,2022,13,2022-04-02,599,544,117,22,34,138,29,15,2022,13,7.0,1498,7.810413885180241,9.212283044058744,0.36315086782376504,4,2,Spring
27/09/2023,Iowa,2022,14,2022-04-09,597,539,114,31,36,133,25,15,2022,14,7.0,1490,7.651006711409396,8.926174496644295,0.361744966442953,4,2,Spring
27/09/2023,Iowa,2022,15,2022-04-16,583,539,118,20,22,159,18,262,2022,15,7.0,1721,6.856478791400349,9.238814642649622,0.31319000581057527,4,2,Spring
27/09/2023,Iowa,2022,16,2022-04-23,615,575,126,33,28,152,31,11,2022,16,7.0,1571,8.020369191597707,9.67536600891152,0.366008911521324,4,2,Spring
27/09/2023,Iowa,2022,17,2022-04-30,570,528,114,21,33,147,24,262,2022,17,7.0,1699,6.7098293113596235,8.652148322542672,0.3107710417892878,4,2,Spring
27/09/2023,Iowa,2022,18,2022-05-07,599,551,125,30,33,142,23,15,2022,18,7.0,1518,8.234519104084322,9.354413702239789,0.36297760210803687,5,2,Spring
27/09/2023,Iowa,2022,19,2022-05-14,607,546,122,25,33,151,24,17,2022,19,7.0,1525,8.0,9.901639344262295,0.3580327868852459,5,2,Spring
27/09/2023,Iowa,2022,20,2022-05-21,572,529,113,23,39,132,21,17,2022,20,7.0,1446,7.814661134163209,9.12863070539419,0.36583679114799444,5,2,Spring
27/09/2023,Iowa,2022,21,2022-05-28,592,547,125,27,28,144,27,15,2022,21,7.0,1505,8.305647840531561,9.56810631229236,0.36345514950166113,5,2,Spring
27/09/2023,Iowa,2022,22,2022-06-04,655,583,128,22,39,138,38,22,2022,22,7.0,1625,7.876923076923077,8.492307692307692,0.3587692307692308,6,3,Summer
27/09/2023,Iowa,2022,23,2022-06-11,626,574,127,19,49,150,21,23,2022,23,7.0,1589,7.992448080553808,9.439899307740717,0.36123348017621143,6,3,Summer
27/09/2023,Iowa,2022,24,2022-06-18,609,558,135,25,33,129,28,11,2022,24,7.0,1528,8.835078534031414,8.44240837696335,0.36518324607329844,6,3,Summer
27/09/2023,Iowa,2022,25,2022-06-25,604,563,110,25,27,134,27,20,2022,25,7.0,1510,7.28476821192053,8.874172185430464,0.37284768211920527,6,3,Summer
27/09/2023,Iowa,2022,26,2022-07-02,598,545,121,14,32,141,22,22,2022,26,7.0,1495,8.093645484949832,9.431438127090301,0.36454849498327757,7,3,Summer
27/09/2023,Iowa,2022,27,2022-07-09,595,544,100,21,41,153,26,29,2022,27,7.0,1509,6.626905235255136,10.139165009940358,0.3605036447978794,7,3,Summer
27/09/2023,Iowa,2022,28,2022-07-16,607,567,133,21,21,158,26,39,2022,28,7.0,1572,8.460559796437659,10.05089058524173,0.3606870229007634,7,3,Summer
27/09/2023,Iowa,2022,29,2022-07-23,572,518,109,17,36,141,29,23,2022,29,7.0,1445,7.5432525951557095,9.757785467128027,0.35847750865051903,7,3,Summer
27/09/2023,Iowa,2022,30,2022-07-30,590,532,114,19,24,146,28,35,2022,30,7.0,1488,7.661290322580645,9.811827956989246,0.3575268817204301,7,3,Summer
27/09/2023,Iowa,2022,31,2022-08-06,611,564,115,23,38,144,24,33,2022,31,7.0,1552,7.40979381443299,9.278350515463918,0.3634020618556701,8,3,Summer
27/09/2023,Iowa,2022,32,2022-08-13,615,558,121,19,26,161,19,36,2022,32,7.0,1555,7.781350482315112,10.353697749196142,0.35884244372990354,8,3,Summer
27/09/2023,Iowa,2022,33,2022-08-20,628,571,131,25,29,131,29,36,2022,33,7.0,1580,8.291139240506329,8.291139240506329,0.3613924050632911,8,3,Summer
27/09/2023,Iowa,2022,34,2022-08-27,625,576,123,19,41,145,27,34,2022,34,7.0,1590,7.735849056603773,9.119496855345911,0.3622641509433962,8,3,Summer
27/09/2023,Iowa,2022,35,2022-09-03,597,543,119,19,22,129,23,29,2022,35,7.0,1481,8.035111411208643,8.710330857528698,0.36664415935178934,9,4,Autumn
27/09/2023,Iowa,2022,36,2022-09-10,615,558,93,23,33,147,31,37,2022,36,7.0,1537,6.05074821080026,9.56408588158751,0.3630448926480156,9,4,Autumn
27/09/2023,Iowa,2022,37,2022-09-17,598,551,114,24,25,143,13,29,2022,37,7.0,1497,7.615230460921844,9.55243820975284,0.3680694722778891,9,4,Autumn
27/09/2023,Iowa,2022,38,2022-09-24,596,554,119,29,32,146,25,22,2022,38,7.0,1523,7.813525935653316,9.58634274458306,0.3637557452396586,9,4,Autumn
27/09/2023,Iowa,2022,39,2022-10-01,645,603,129,25,40,141,25,29,2022,39,7.0,1637,7.880268784361637,8.613317043372023,0.3683567501527184,10,4,Autumn
27/09/2023,Iowa,2022,40,2022-10-08,597,555,130,22,31,112,25,27,2022,40,7.0,1499,8.67244829886591,7.471647765176785,0.37024683122081387,10,4,Autumn
27/09/2023,Iowa,2022,41,2022-10-15,647,595,125,35,23,157,27,15,2022,41,7.0,1624,7.69704433497537,9.667487684729064,0.36637931034482757,10,4,Autumn
27/09/2023,Iowa,2022,42,2022-10-22,634,572,118,32,20,149,23,29,2022,42,7.0,1577,7.482561826252378,9.448319594166138,0.362714013950539,10,4,Autumn
27/09/2023,Iowa,2022,43,2022-10-29,618,577,117,22,30,148,23,23,2022,43,7.0,1558,7.509627727856226,9.499358151476251,0.3703465982028241,10,4,Autumn
27/09/2023,Iowa,2022,44,2022-11-05,605,544,117,25,29,135,26,22,2022,44,7.0,1503,7.784431137724551,8.982035928143713,0.36194278110445777,11,4,Autumn
27/09/2023,Iowa,2022,45,2022-11-12,580,537,91,30,28,154,33,17,2022,45,7.0,1470,6.190476190476191,10.476190476190476,0.3653061224489796,11,4,Autumn
27/09/2023,Iowa,2022,46,2022-11-19,641,594,112,25,36,172,30,22,2022,46,7.0,1632,6.862745098039216,10.53921568627451,0.3639705882352941,11,4,Autumn
27/09/2023,Iowa,2022,47,2022-11-26,645,597,121,25,32,143,32,18,2022,47,7.0,1613,7.50154990700558,8.865468071915684,0.37011779293242403,11,4,Autumn
27/09/2023,Iowa,2022,48,2022-12-03,627,577,114,21,30,128,25,28,2022,48,7.0,1550,7.354838709677419,8.258064516129032,0.37225806451612903,12,1,Winter
27/09/2023,Iowa,2022,49,2022-12-10,694,634,118,22,36,157,28,46,2022,49,7.0,1735,6.801152737752162,9.048991354466859,0.3654178674351585,12,1,Winter
27/09/2023,Iowa,2022,50,2022-12-17,737,687,124,24,44,168,33,41,2022,50,7.0,1858,6.673842841765339,9.041980624327234,0.3697524219590958,12,1,Winter
27/09/2023,Iowa,2022,51,2022-12-24,745,701,109,29,44,184,26,41,2022,51,7.0,1879,5.800957956359766,9.792442788717402,0.37307078233102714,12,1,Winter
27/09/2023,Iowa,2022,52,2022-12-31,779,727,143,34,53,158,19,51,2022,52,7.0,1964,7.281059063136457,8.04480651731161,0.37016293279022405,12,1,Winter
27/09/2023,Iowa,2023,1,2023-01-07,742,703,150,25,43,169,29,29,2023,1,7.0,1890,7.936507936507936,8.941798941798943,0.37195767195767193,1,1,Winter
27/09/2023,Iowa,2023,2,2023-01-14,682,618,120,25,24,150,34,31,2023,2,7.0,1684,7.1258907363420425,8.907363420427554,0.3669833729216152,1,1,Winter
27/09/2023,Iowa,2023,3,2023-01-21,674,632,125,27,34,177,31,24,2023,3,7.0,1724,7.250580046403712,10.266821345707656,0.3665893271461717,1,1,Winter
27/09/2023,Iowa,2023,4,2023-01-28,666,623,135,25,35,158,32,22,2023,4,7.0,1696,7.959905660377359,9.316037735849056,0.36733490566037735,1,1,Winter
27/09/2023,Iowa,2023,5,2023-02-04,628,586,123,32,26,143,30,23,2023,5,7.0,1591,7.730986800754243,8.988057825267127,0.3683218101822753,2,1,Winter
27/09/2023,Iowa,2023,6,2023-02-11,685,627,128,37,30,183,32,19,2023,6,7.0,1741,7.352096496266514,10.511200459506032,0.360137851809305,2,1,Winter
27/09/2023,Iowa,2023,7,2023-02-18,675,626,134,36,39,165,28,31,2023,7,7.0,1734,7.7277970011534025,9.515570934256056,0.36101499423298733,2,1,Winter
27/09/2023,Iowa,2023,8,2023-02-25,612,574,109,25,34,171,20,17,2023,8,7.0,1562,6.978233034571063,10.947503201024327,0.3674775928297055,2,1,Winter
27/09/2023,Iowa,2023,9,2023-03-04,627,577,123,28,35,138,29,22,2023,9,7.0,1579,7.7897403419886,8.739708676377454,0.3654211526282457,3,2,Spring
27/09/2023,Iowa,2023,10,2023-03-11,652,599,122,28,33,147,29,17,2023,10,7.0,1627,7.498463429625077,9.035033804548249,0.3681622618315919,3,2,Spring
27/09/2023,Iowa,2023,11,2023-03-18,613,565,125,29,27,141,18,31,2023,11,7.0,1549,8.069722401549386,9.102646868947708,0.3647514525500323,3,2,Spring
27/09/2023,Iowa,2023,12,2023-03-25,621,573,125,27,35,160,21,21,2023,12,7.0,1583,7.896399241945673,10.107391029690461,0.36197094125078966,3,2,Spring
27/09/2023,Iowa,2023,13,2023-04-01,670,621,124,46,39,159,27,12,2023,13,7.0,1698,7.302709069493522,9.363957597173144,0.3657243816254417,4,2,Spring
27/09/2023,Iowa,2023,14,2023-04-08,642,586,128,23,43,153,36,26,2023,14,7.0,1637,7.8191814294441055,9.346365302382406,0.35797189981673794,4,2,Spring
27/09/2023,Iowa,2023,15,2023-04-15,655,607,123,28,39,164,24,19,2023,15,7.0,1659,7.414104882459313,9.885473176612416,0.36588306208559374,4,2,Spring
27/09/2023,Iowa,2023,16,2023-04-22,554,518,100,31,35,143,15,19,2023,16,7.0,1415,7.06713780918728,10.10600706713781,0.3660777385159011,4,2,Spring
27/09/2023,Iowa,2023,17,2023-04-29,599,554,135,28,25,138,37,10,2023,17,7.0,1526,8.846657929226737,9.043250327653997,0.36304062909567497,4,2,Spring
27/09/2023,Iowa,2023,18,2023-05-06,602,567,131,23,43,146,21,262,2023,18,7.0,1795,7.298050139275766,8.133704735376044,0.3158774373259053,5,2,Spring
27/09/2023,Iowa,2023,19,2023-05-13,593,542,123,26,33,143,21,262,2023,19,7.0,1743,7.056798623063683,8.204245553643144,0.31095811818703384,5,2,Spring
27/09/2023,Iowa,2023,20,2023-05-20,606,560,119,16,16,141,19,14,2023,20,7.0,1491,7.981220657276995,9.456740442655935,0.3755868544600939,5,2,Spring
27/09/2023,Iowa,2023,21,2023-05-27,585,535,117,22,30,137,25,262,2023,21,7.0,1713,6.830122591943957,7.997664915353181,0.3123175715119673,5,2,Spring
27/09/2023,Iowa,2023,22,2023-06-03,593,544,115,17,29,159,25,262,2023,22,7.0,1744,6.594036697247706,9.11697247706422,0.3119266055045872,6,3,Summer
27/09/2023,Iowa,2023,23,2023-06-10,607,548,113,22,38,137,25,262,2023,23,7.0,1752,6.449771689497717,7.819634703196347,0.3127853881278539,6,3,Summer
27/09/2023,Iowa,2023,24,2023-06-17,552,508,123,22,24,122,21,262,2023,24,7.0,1634,7.527539779681762,7.466340269277846,0.3108935128518972,6,3,Summer
27/09/2023,Iowa,2023,25,2023-06-24,589,543,130,26,39,143,28,262,2023,25,7.0,1760,7.386363636363637,8.125,0.3085227272727273,6,3,Summer
27/09/2023,Iowa,2023,26,2023-07-01,570,519,118,16,32,120,28,262,2023,26,7.0,1665,7.087087087087086,7.207207207207207,0.3117117117117117,7,3,Summer
27/09/2023,Iowa,2023,27,2023-07-08,569,529,120,27,18,151,25,262,2023,27,7.0,1701,7.054673721340388,8.877131099353322,0.31099353321575546,7,3,Summer
27/09/2023,Iowa,2023,28,2023-07-15,551,507,106,20,25,138,22,262,2023,28,7.0,1631,6.499080318822808,8.461066830165542,0.3108522378908645,7,3,Summer
27/09/2023,Iowa,2023,29,2023-07-22,515,479,111,24,41,117,22,262,2023,29,7.0,1571,7.065563335455124,7.447485677912158,0.3049013367281986,7,3,Summer
27/09/2023,Iowa,2023,30,2023-07-29,608,564,143,19,28,132,24,262,2023,30,7.0,1780,8.03370786516854,7.415730337078652,0.31685393258426964,7,3,Summer
27/09/2023,Iowa,2023,31,2023-08-05,509,470,106,21,35,123,27,262,2023,31,7.0,1553,6.825499034127495,7.920154539600772,0.3026400515132003,8,3,Summer
